Gene,M_P60_LPS 2,M_P60_LPS 7,M_P60_Sal 5,M_P60_LPS 1,M_P60_LPS 3,M_P60_LPS 4,M_P60_LPS 5,M_P60_LPS 6,M_P60_Sal 1,M_P60_Sal 2,M_P60_Sal 3,M_P60_Sal 4
Olfr412,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1029,0,0,0,0,1,1,0,3,0,0,0,1
Olfr1425,0,0,0,0,0,0,0,0,0,0,0,0
Olfr605,0,0,0,0,0,0,0,0,0,0,0,0
Olfr169,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1331,0,0,0,0,0,0,0,0,0,1,0,0
Olfr685,0,0,0,0,0,0,0,0,0,0,0,0
Olfr504,0,0,0,0,0,0,0,0,0,0,0,0
Olfr965,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1222,0,0,0,0,0,0,0,0,0,0,0,0
Olfr331,0,0,0,0,0,0,0,0,0,0,0,0
Olfr699,0,0,0,0,0,0,0,0,0,0,0,0
Olfr406-ps,0,0,0,0,0,0,0,0,0,0,0,0
Olfr917,0,0,0,0,0,0,0,0,0,0,0,0
Olfr624,0,0,0,0,0,0,0,0,0,0,0,0
Olfr309,0,0,0,0,0,0,0,0,0,0,0,0
Olfr538,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1178,0,0,0,0,0,0,0,0,0,0,0,0
Olfr452,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1329,0,0,0,0,0,0,0,0,0,0,0,0
Olfr506,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1034,0,0,0,0,0,0,0,0,0,1,0,0
Xkr9,0,0,2,1,0,0,1,2,1,5,0,1
Xkr4,0,0,0,0,0,0,0,0,0,0,0,0
Rnase12,0,0,4,0,0,1,2,0,1,2,0,3
Ang6,0,0,0,0,0,0,0,0,0,0,0,0
Rnase11,0,0,0,0,0,0,0,0,0,0,0,0
Trex1,18,49,41,16,15,46,76,37,28,120,27,29
Olfr857,0,0,0,0,0,0,0,0,0,0,1,0
Olfr835,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1513,0,0,0,0,0,0,0,0,0,0,0,0
Birc5,1,2,7,4,0,1,2,0,2,5,1,5
Slc39a12,48,80,307,123,63,81,56,95,454,197,501,414
Hsd3b3,0,0,0,0,0,0,0,0,0,0,0,0
Defa23,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc55,30,57,84,37,27,34,29,55,101,90,46,65
Slc25a47,0,0,0,1,0,0,3,2,1,3,0,0
Pgbd1,1,3,8,5,8,6,3,3,6,12,10,6
Sctr,0,0,0,0,0,0,0,0,0,0,0,0
Mup20,0,0,0,0,0,0,0,0,0,0,0,0
Ecm2,16,26,119,33,24,30,18,24,115,57,152,122
Zfp708,5,5,18,5,2,2,4,5,15,18,16,8
Zfp238,125,147,432,117,142,117,121,200,373,628,244,351
Mdk,1,3,4,0,0,1,2,3,3,15,12,7
Slc2a9,5,30,41,10,4,3,2,22,13,48,15,30
Bpifb1,0,1,0,0,0,0,1,0,0,0,0,0
AU022252,3,3,16,2,4,5,5,8,8,16,13,22
Hspb6,2,8,16,6,7,6,7,7,23,15,16,14
Hs3st6,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd6,4,1,16,4,4,2,3,1,17,8,30,17
Cxcl12,5,4,250,12,6,8,12,10,134,52,177,203
Ehmt1,37,75,120,37,44,40,34,106,121,202,97,120
Klri1,0,0,0,0,0,0,0,2,0,0,0,0
Rims1,0,0,0,0,1,0,0,0,0,0,0,0
Acd,6,10,33,5,9,7,16,17,13,51,22,34
AY761185,0,0,0,0,0,0,0,0,0,0,0,0
AI316807,12,28,47,23,9,16,17,29,54,66,46,45
Wfdc13,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc16,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc6b,0,0,0,0,0,0,0,0,0,0,0,0
Aym1,0,0,0,0,0,0,0,0,0,0,0,0
Adcy5,2,7,32,13,5,14,5,6,45,30,66,36
Ear12,2,4,4,1,4,13,2,3,4,1,3,2
Zfp787,4,16,19,8,8,15,11,10,27,72,26,35
Dhrs7c,0,0,0,0,0,0,0,0,0,0,0,0
Lrrn4cl,1,0,0,1,0,0,1,0,0,3,0,0
Odf3b,0,0,0,1,0,0,2,1,0,5,5,7
Usp13,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbrap1,101,197,336,106,76,86,95,174,290,529,186,249
Ttf2,21,35,65,20,12,26,17,33,63,63,56,48
AI597468,7,7,63,13,17,9,5,21,38,37,38,46
1500010J02Rik,112,232,392,152,62,62,109,253,339,638,210,326
Npcd,2,16,23,7,2,8,4,5,18,33,19,17
Osm,193,240,194,122,224,334,276,238,279,539,131,184
Wdr91,12,19,55,17,6,6,19,20,45,77,44,47
Prkaa1,64,81,148,65,55,89,65,76,163,180,117,175
E2f8,0,0,5,3,2,0,3,1,1,10,3,1
Pfdn4,18,4,21,10,10,12,4,8,37,25,30,21
Dtx3l,53,97,169,104,102,123,90,90,93,143,87,98
Tmprss13,0,0,0,0,0,0,0,0,0,0,0,0
Lman2l,31,64,132,38,38,40,41,61,141,185,117,145
Utp18,25,37,61,27,34,42,25,29,59,72,45,66
Rpp38,10,3,16,10,5,3,7,2,17,12,21,12
E130306D19Rik,2,3,9,4,1,0,1,3,5,5,6,5
Zfp930,15,6,20,9,19,13,3,14,31,15,27,30
Dync1li2,78,117,256,72,72,87,51,86,267,276,208,205
Rsad1,5,8,23,7,4,5,10,13,14,26,17,21
Lrrc52,0,0,1,1,1,2,1,0,3,0,7,4
Podnl1,0,0,0,0,0,0,0,0,0,0,0,0
Grm4,0,0,0,0,0,0,0,0,0,0,0,0
Rasl10b,0,1,8,0,8,2,1,2,7,8,13,6
Zfp182,35,49,82,45,37,18,20,38,63,93,32,70
Mrs2,11,22,69,18,18,9,21,23,79,71,89,58
Scn4b,0,1,20,1,4,4,1,3,15,14,5,8
Cpsf6,87,119,235,87,95,111,89,109,247,305,147,213
Gm11487,0,0,0,0,0,0,0,0,0,0,0,0
D9Ertd402e,11,15,46,18,11,10,3,26,36,40,34,40
Nkain2,0,1,0,0,1,0,0,0,13,0,0,0
Ccl26,0,0,0,0,0,0,0,0,0,0,0,0
Neurl4,55,89,196,48,34,56,61,92,105,352,126,142
Ric8b,30,53,91,42,40,29,24,51,104,106,73,94
1110054O05Rik,24,47,73,27,20,33,18,39,66,101,58,73
Vmo1,0,0,0,0,0,0,0,0,0,0,0,0
0610007P08Rik,35,37,115,41,31,23,22,32,121,110,82,111
Tex24,0,0,0,0,0,0,0,0,0,0,0,0
Ddn,1,0,0,2,0,3,4,0,1,1,0,0
Tmem151b,0,1,2,0,0,1,0,0,3,3,4,5
Gm597,0,0,0,0,0,0,0,0,0,0,0,0
Syna,0,0,1,0,0,0,0,0,0,1,1,2
Pcdh17,0,0,5,0,2,1,2,0,3,1,6,1
5730409E04Rik,8,8,41,6,3,6,8,15,26,47,46,41
Grhl3,1,0,1,0,0,0,1,0,1,5,9,1
Vwde,0,0,0,0,0,0,0,0,0,0,0,0
Lingo3,0,0,0,0,0,0,0,0,0,0,0,0
Gas2l2,0,1,8,0,0,0,3,3,6,0,11,9
Gm4937,0,0,0,0,0,0,0,0,0,0,0,0
Gm606,7,18,52,44,26,21,14,20,68,26,77,63
Gm4952,0,0,0,0,0,0,0,0,0,0,0,0
Ces1a,0,0,0,0,0,0,0,0,0,0,0,0
Zscan4c,0,0,0,0,0,0,0,0,0,0,0,0
Samd3,1,0,0,3,0,6,1,1,6,1,8,4
Capn11,0,7,40,0,2,0,0,0,0,21,4,0
Lipo1,27,36,91,53,20,32,36,42,72,94,43,78
Gm973,6,0,16,3,1,3,1,3,16,9,14,13
BC055004,0,0,0,0,0,0,0,2,0,0,1,0
Kpna7,0,0,0,0,0,0,0,0,0,0,0,0
Fbxw24,0,0,0,0,0,0,0,0,0,0,0,0
Zfp488,0,0,0,0,0,0,0,0,0,0,0,0
Fam18a,12,11,31,13,3,6,9,14,25,32,30,32
Aim2,163,216,275,127,159,112,124,181,240,363,104,200
Slc25a34,0,1,0,0,1,2,1,0,1,1,0,0
Fam71b,0,0,0,0,0,0,0,0,0,0,0,0
E130309D14Rik,0,1,0,3,0,0,0,1,0,0,0,0
Akr1c19,0,0,0,0,0,0,0,0,0,0,3,1
Zfp187,189,237,430,208,176,148,111,171,335,478,281,355
Vmn1r209,0,0,0,0,0,0,0,0,0,0,0,0
Fam105b,32,46,86,38,17,26,25,44,53,105,56,87
Spink6,0,0,0,0,0,0,0,0,0,0,0,0
A530098C11Rik,2,0,1,1,1,2,3,3,2,4,0,0
Macrod2,0,0,0,0,0,0,0,0,3,0,5,0
Flg2,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd13c,33,57,129,50,53,68,60,44,154,147,130,127
Gm5591,0,0,0,0,0,0,0,0,0,0,0,0
Fam169b,0,0,0,0,1,2,2,0,0,0,0,0
Maml2,113,177,252,128,140,97,85,173,221,292,130,151
Amt,4,7,14,3,1,0,3,5,5,12,14,25
Gm5622,0,0,0,0,0,0,0,0,0,0,0,0
Sp140,32,59,58,35,60,63,42,41,34,70,17,34
Slc22a28,0,0,1,0,0,0,0,0,0,0,0,0
Krtap4-16,0,0,0,0,0,0,0,0,0,0,0,0
Gm5662,0,0,0,0,0,0,0,0,0,0,0,0
Dupd1,1,1,0,1,0,0,1,0,0,4,3,1
Gpr31c,0,0,2,0,0,0,2,0,0,0,0,0
Prkg1,3,6,38,6,4,14,5,7,30,16,13,32
Ptprd,6,8,30,16,7,7,6,13,80,22,47,31
Dyrk2,57,148,144,44,51,77,73,136,203,349,106,110
Gpr113,0,0,0,1,0,0,0,0,1,0,0,0
Fbxw22,0,0,0,0,0,0,0,0,0,0,0,0
Gm13154,0,0,0,0,0,0,0,0,0,0,2,0
Trcg1,9,2,4,4,2,2,5,5,1,7,1,2
Abi3bp,4,3,13,1,5,7,3,8,17,3,19,16
Scn2b,0,0,4,1,0,1,1,1,5,1,0,3
4930404N11Rik,2,6,8,0,0,3,5,0,8,26,6,14
Zmynd12,2,0,2,1,0,0,0,0,7,0,0,6
Snx13,159,256,521,178,150,111,100,219,430,555,264,330
Ttll4,23,43,88,35,20,45,35,51,95,91,64,47
Espl1,17,20,67,15,15,11,11,34,46,110,50,52
Fam189b,5,4,13,5,0,8,7,5,29,18,30,29
Cenpj,9,19,25,9,13,9,9,16,41,42,34,45
Zfyve28,7,20,18,13,2,4,5,13,7,49,15,20
Rap1gap2,36,88,99,45,37,47,49,75,67,169,59,83
Vprbp,66,94,145,41,43,59,50,69,167,168,134,110
E130308A19Rik,2,10,29,12,4,8,4,13,30,29,32,22
Tyw1,11,25,55,13,16,3,15,23,35,95,42,54
Taf9,45,44,80,33,29,33,31,49,84,93,52,69
Arid3c,0,0,0,0,0,0,0,0,1,0,0,0
MGC107098,0,0,0,0,0,0,0,0,0,0,0,0
LOC100039753,0,0,0,0,0,0,0,0,0,0,0,0
Tbata,0,1,0,0,0,0,0,0,0,0,0,0
Ear4,0,0,0,0,0,0,0,0,0,0,0,0
Kdm6b,249,895,324,258,305,527,738,603,470,1174,234,290
Rasef,0,0,0,0,0,2,0,0,0,0,2,0
Cox17,5,11,11,8,1,8,7,14,18,53,23,22
Btbd11,0,1,6,2,0,0,1,1,4,5,9,3
Zscan18,26,57,37,16,15,10,15,54,47,82,32,29
Ddi2,133,248,251,113,147,130,98,200,273,397,157,176
Zdhhc18,14,25,80,21,9,19,29,24,65,135,48,74
Foxred2,3,5,6,0,0,2,4,0,10,3,6,18
C2cd3,92,143,240,99,73,57,74,134,223,331,185,197
Dppa4,0,0,0,0,0,0,0,0,0,0,0,0
Izumo1,1,1,0,1,0,1,1,0,2,1,1,0
Grxcr1,0,0,0,0,0,0,0,0,0,0,0,0
Otol1,0,0,0,0,0,0,0,0,0,0,0,0
Sp3,239,289,482,230,290,266,185,264,435,568,268,410
Cxx1b,1,5,17,4,1,6,3,5,25,26,24,29
Lce3f,0,0,0,0,0,0,0,0,0,0,0,0
Trim15,0,0,1,1,0,0,0,2,3,5,2,0
Kbtbd7,54,111,124,42,89,79,56,95,182,175,100,104
Anks6,11,15,58,6,2,8,6,21,38,140,30,44
Pla2g4d,0,0,0,0,0,0,0,0,0,0,0,0
Gpr139,0,0,0,0,0,0,0,0,0,0,0,0
Adamts15,0,0,7,0,0,1,4,0,5,5,10,5
Nxf3,0,0,0,0,0,0,0,0,0,0,1,1
Fbxo10,11,9,31,13,2,5,7,18,30,79,32,34
Pla2g4f,1,0,0,0,0,0,0,0,0,0,0,0
Gm5868,0,0,0,0,0,0,0,0,0,0,0,0
Ugt2a2,0,0,0,0,0,0,0,0,0,0,0,0
Nufip2,265,348,325,219,287,272,198,291,482,449,247,298
Defa24,0,0,0,0,0,0,0,0,0,0,0,0
Gm5431,17,19,19,14,13,12,17,19,12,20,16,15
Crls1,12,28,50,23,20,20,13,17,54,54,26,50
Bcat1,0,2,8,1,0,0,0,5,6,4,3,3
Diras2,0,0,1,0,0,0,2,0,0,0,0,0
Cdhr3,1,3,1,3,0,1,1,0,3,3,0,0
Dcun1d2,25,36,67,10,15,25,21,17,60,124,48,63
Brd9,37,79,130,57,29,39,40,57,119,172,72,106
Fam149b,20,49,74,15,17,21,19,38,52,86,75,79
Shc2,0,0,0,0,0,0,0,0,1,0,0,0
Snx32,6,5,19,12,9,7,12,9,24,31,21,26
AW555464,0,6,24,10,3,4,15,9,28,19,49,40
Ankrd28,39,40,92,44,46,42,31,34,94,81,83,73
Pdp2,9,13,34,14,12,12,1,15,25,55,29,27
1700007G11Rik,2,2,1,2,0,0,0,1,1,3,4,4
B230208H17Rik,43,91,131,42,49,52,69,89,126,297,129,168
Inpp4b,75,67,158,51,50,38,34,72,147,169,94,71
Xirp2,0,0,0,0,0,0,0,0,0,0,0,0
Tsku,0,3,5,0,1,7,3,0,3,2,8,2
Pcnp,57,55,108,49,61,43,36,80,138,119,112,112
Cdkl5,0,3,7,11,3,3,4,5,23,6,17,9
Zfp873,8,6,20,4,5,6,4,8,23,20,13,14
Lrrc16b,0,3,0,2,0,1,1,2,5,7,0,2
AB099516,0,0,0,0,0,0,0,0,0,1,0,0
Il28a,0,0,0,0,0,0,0,0,0,0,0,0
Cpa2,0,0,2,0,0,1,1,1,0,0,1,1
Zbtb45,6,8,10,6,2,5,1,10,7,24,5,16
C1ql4,0,0,0,0,0,0,0,0,0,0,0,0
Mctp2,6,3,2,5,25,19,12,5,10,3,2,1
Prpmp5,0,0,0,0,0,0,0,0,0,0,0,0
Gm5458,3,2,4,1,0,0,3,2,2,3,2,4
Lrp3,4,3,22,3,1,1,6,5,15,15,31,11
Krtap10-10,0,0,0,0,0,0,0,0,0,0,0,0
Gm3696,1,1,3,0,0,1,0,1,2,2,0,0
Cma2,0,0,0,0,0,0,0,0,0,0,0,0
Gal3st3,0,0,0,1,0,0,0,0,1,0,2,0
Cyp2c67,0,0,0,0,0,0,0,0,0,0,0,0
Hmcn1,10,20,82,15,8,7,4,12,65,12,33,49
BC094916,0,4,1,2,0,0,0,2,0,0,0,0
Zfp607,17,15,14,15,18,11,5,6,13,47,19,13
Gm16387,0,0,0,0,0,0,0,0,0,0,0,0
C330021F23Rik,0,0,0,0,0,0,0,1,0,0,0,0
Cebpz,173,205,363,167,162,170,135,187,372,458,208,283
Adarb1,24,41,73,33,25,41,31,30,76,116,95,88
Hoxc11,0,0,0,0,0,0,0,0,0,0,0,0
Zfp62,189,237,304,145,155,136,131,258,320,442,162,231
Apol7b,0,0,0,0,0,0,0,0,0,0,0,0
Gm14325,6,3,28,15,12,11,4,7,28,20,23,16
Rhox10,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd34a,1,0,2,1,1,0,0,0,0,3,1,2
Timm9,8,13,18,9,3,7,8,7,12,15,19,35
Ttbk2,78,80,145,75,66,46,41,86,150,210,88,107
10-Sep,44,33,103,34,22,24,31,30,125,90,140,123
Rfx4,0,0,0,2,0,0,0,0,2,1,3,0
Bod1,6,23,99,21,13,26,21,24,89,57,108,94
Trp53i13,3,7,16,8,5,5,7,15,8,44,19,19
Ddx49,8,26,55,18,12,16,32,32,41,140,54,58
Cyb5d2,18,13,43,18,12,12,13,17,31,42,43,41
Pitpnm3,0,0,7,0,0,1,2,0,1,7,6,6
Zfp667,5,9,16,5,7,2,6,4,13,20,12,18
Pilrb2,1,4,1,2,8,12,9,2,5,1,0,1
Qsox1,24,38,127,37,26,58,37,54,109,162,144,125
Zfp563,11,11,41,13,6,6,6,9,9,20,22,22
Rc3h1,179,230,350,160,175,161,152,170,374,383,202,202
Pbx4,0,1,1,0,0,0,2,0,3,2,1,3
Lrig2,73,100,139,68,56,48,27,84,155,227,114,103
Rhox12,0,0,0,0,0,0,0,0,0,0,0,0
Gm5797,0,2,0,0,0,0,0,0,0,2,2,1
Rhox7,0,0,0,0,0,0,0,0,0,0,0,0
Atf2,102,95,228,80,96,84,68,115,268,266,182,194
2700007P21Rik,41,34,94,33,32,22,19,25,76,84,79,89
Efcab4a,10,12,47,10,2,5,6,19,20,104,15,45
Tmem201,12,17,31,9,5,3,11,19,26,77,18,17
Ccdc93,150,237,449,174,182,149,134,254,426,645,246,309
Cxadr,6,11,41,31,14,17,29,20,101,30,115,86
LOC547349,51,147,146,52,42,68,130,150,148,360,86,137
Gm5346,0,0,0,0,0,0,0,0,0,0,0,0
LOC434960,0,0,0,0,0,0,0,0,0,0,0,0
Krtap31-2,0,0,0,0,0,0,0,0,0,0,0,0
Trp53i11,8,20,66,4,8,8,5,18,44,91,44,61
Vegfa,10,12,43,14,16,20,20,17,49,66,96,63
Mbp,3,1,15,4,0,2,5,4,123,17,21,15
Gm14484,0,0,0,0,0,0,0,0,0,0,0,0
Tpd52,104,145,192,90,188,228,165,165,210,236,148,163
Dffa,6,18,19,16,10,4,9,14,22,48,18,32
Tfap2b,0,0,1,0,0,0,0,0,0,0,0,0
Pja2,149,172,519,174,145,131,92,193,521,458,458,517
St6galnac6,6,14,43,18,7,17,19,13,44,49,64,50
Dclre1b,17,26,35,25,8,9,6,28,28,41,30,43
Tapbp,90,218,402,138,101,164,173,198,223,691,262,332
Defb46,0,0,0,0,0,0,0,0,0,0,0,0
Gm6040,0,0,0,0,0,0,0,0,0,0,0,0
Miip,6,19,63,22,2,11,26,28,38,102,41,47
Serinc4,45,81,131,67,41,73,50,75,161,165,127,143
Zfp943,36,48,99,44,36,33,39,46,103,125,53,74
Wdr61,23,38,86,37,51,31,17,25,90,88,72,80
Sema3g,7,11,133,11,5,6,15,20,81,215,62,118
Adam39,0,0,0,0,0,0,0,0,0,0,0,0
Gpr17,0,0,13,2,2,0,0,2,12,17,6,9
Fam196b,8,7,2,4,11,0,3,9,7,23,3,5
Gm14685,0,0,0,0,0,0,0,1,0,0,0,0
DXBay18,0,0,0,0,0,0,0,1,0,0,0,0
Tas2r137,0,0,0,1,0,0,0,0,0,0,0,0
Olfr243,0,0,0,0,0,0,0,0,0,0,0,0
Gm5506,0,0,0,0,0,1,0,1,2,1,1,5
Sufu,2,17,41,15,6,11,11,19,23,66,22,16
Bclaf1,304,376,539,256,274,290,213,354,561,559,290,386
Src,16,50,76,22,24,39,66,37,74,171,77,85
Depdc5,38,72,141,32,31,40,42,72,94,161,78,97
Hmga1,3,30,23,7,6,9,13,29,19,53,17,10
Btbd3,9,25,87,27,14,5,19,17,106,97,92,85
Crebbp,93,160,189,73,94,111,136,133,176,433,119,164
BC053393,0,0,0,0,0,0,0,0,0,0,0,0
Camk2d,76,94,253,80,67,86,57,112,169,253,168,179
Sox6,0,0,4,2,2,2,3,0,25,8,3,13
Lhx9,0,0,0,0,0,0,0,0,0,0,0,0
Dmbx1,0,0,0,0,0,0,0,0,0,0,0,0
Pde1c,0,0,4,0,0,0,0,0,1,2,1,0
Sh2d2a,2,2,1,0,2,4,3,1,2,1,2,1
Ankrd12,45,73,108,58,49,51,55,75,130,173,94,88
2010107G12Rik,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb9b,0,0,0,0,0,0,0,0,0,0,0,0
Cfhr2,2,2,0,0,3,0,1,5,5,3,1,4
Ccdc141,17,45,279,68,64,73,64,55,311,180,315,354
Kcnc2,1,4,4,1,1,1,0,0,3,2,2,0
Kcnj6,0,0,0,0,0,0,0,0,0,0,0,0
Nr2c2ap,11,29,44,14,2,13,15,15,37,73,32,44
Rfxank,15,40,57,20,8,17,28,24,58,122,36,62
Ikzf1,548,826,1018,551,425,386,342,756,834,1583,448,645
Trim26,86,173,227,88,60,76,70,139,221,390,162,175
Cadm1,101,119,277,91,83,72,75,154,157,320,150,206
Il1rl1,14,6,26,10,4,7,7,24,12,35,24,22
Gm527,0,0,4,0,0,4,1,4,12,8,3,3
Tmem171,0,2,0,0,0,0,0,0,0,0,0,0
Gm5168,0,0,0,0,0,0,0,0,0,0,0,0
D4Ertd22e,42,83,174,57,35,62,64,97,164,348,178,174
Ms4a7,6,21,34,11,11,3,7,11,26,21,30,32
Snx22,65,157,365,104,70,106,90,146,308,407,304,319
Otud7b,48,79,190,76,62,55,68,81,168,279,159,174
Ccdc50,237,262,758,201,260,215,178,294,536,720,318,512
Cdc6,0,0,1,0,4,1,1,1,4,3,1,1
Dnm1l,116,167,272,142,127,147,112,150,312,288,231,286
Dnajc19,9,13,33,16,8,13,5,16,48,23,35,29
Ensa,60,80,189,66,66,62,76,88,185,209,153,172
Entpd5,33,29,104,30,23,23,12,43,112,104,98,129
Npnt,26,31,146,31,25,14,21,33,99,158,76,112
Pik3cd,137,272,434,129,131,168,196,280,303,969,231,306
Pknox2,2,8,35,6,6,2,9,6,25,18,42,31
Vrk1,64,78,200,52,45,46,28,86,113,213,86,103
Magi1,27,47,86,16,21,27,44,33,75,111,49,70
Atad5,11,12,20,7,12,6,6,20,21,30,19,18
Ugt2b36,0,0,0,0,0,0,0,0,0,0,0,0
Pdzd4,3,4,5,1,4,1,4,0,5,4,8,5
Itgad,1,1,3,0,0,1,1,1,2,3,1,2
Unc13a,6,5,6,2,9,5,6,4,10,14,0,6
Urb2,40,37,49,20,18,38,40,36,43,63,43,46
Nova2,0,1,15,0,1,0,0,2,10,24,17,19
Lonrf2,0,1,0,0,0,0,0,0,0,1,0,0
Gm608,96,154,306,101,92,69,55,134,281,306,193,220
Mex3a,5,5,6,2,2,5,6,7,7,20,8,12
Psg26,0,0,0,0,0,0,0,0,0,0,0,0
Zswim5,5,5,33,5,14,7,14,9,31,24,17,23
Zmynd15,4,27,29,6,5,11,24,17,33,34,9,10
Gm5796,0,0,0,0,0,0,0,0,0,0,0,0
Zfp114,0,0,0,0,1,0,0,0,2,0,0,2
Usp32,109,138,332,101,144,132,108,105,396,265,369,333
Trim38,0,0,0,0,0,0,0,0,0,0,0,0
Specc1,115,167,345,96,99,69,74,177,321,553,184,246
Sec14l3,0,2,0,0,0,0,0,0,0,0,0,0
Gm4788,3,2,2,4,4,4,7,6,9,19,6,6
Tceal3,0,1,0,1,2,0,2,1,18,2,9,12
Safb2,46,154,170,75,67,79,99,124,140,353,103,160
Sec23ip,44,78,145,57,72,78,60,71,144,177,96,150
Man1b1,68,105,227,69,65,62,68,95,245,301,228,226
Fcrlb,0,0,0,1,0,3,1,0,0,0,0,0
Kcp,0,7,12,1,0,3,0,3,3,23,7,10
Doxl2,0,0,0,0,0,0,0,0,0,0,0,0
Fat2,1,0,0,2,0,1,0,0,0,0,0,0
Mettl17,7,26,26,13,6,6,13,18,30,52,18,45
Zc3h18,20,41,70,33,16,22,39,37,70,179,60,70
Mcat,8,21,34,13,4,5,8,15,31,50,17,32
Ndufs5,5,5,20,5,2,5,5,6,23,18,37,33
Mmp27,0,0,0,0,0,0,0,0,0,0,0,0
Rdh8,0,0,0,0,0,0,0,0,0,0,0,0
Enpp7,0,0,0,0,0,0,0,0,0,0,0,0
Kcnk15,0,0,0,0,0,0,0,0,0,0,0,0
Spry3,0,0,4,0,0,0,1,1,1,4,1,2
Olfm4,4,8,12,7,22,27,5,8,2,11,4,3
Prr7,0,1,0,0,0,0,2,0,1,3,0,0
Tmprss11c,0,0,0,0,0,0,0,0,0,0,0,0
Dkc1,35,30,83,36,24,30,32,43,54,98,82,68
Abca17,1,0,0,2,0,1,1,0,2,0,0,0
Gm16367,0,0,0,0,0,0,0,0,0,0,0,0
Nudt10,0,1,1,0,0,4,1,0,0,2,3,4
Gsk3a,28,93,136,35,37,36,52,62,126,231,120,143
Lin28b,0,0,0,0,0,0,0,0,0,0,0,0
Mrpl41,16,14,55,18,9,4,10,20,52,37,48,74
Kcnh8,0,0,0,0,0,0,0,0,0,0,0,0
Smg1,561,828,1162,475,665,486,421,779,1273,1441,612,713
Bglap2,0,0,0,0,0,0,0,0,0,0,0,0
Pear1,8,22,35,4,6,9,15,14,43,119,42,56
Sybu,1,0,7,1,0,3,1,4,3,3,7,4
Klhdc9,4,2,18,9,2,2,7,5,16,13,20,22
Gm166,1,25,54,18,8,10,21,37,58,74,84,68
Acmsd,0,0,0,0,0,0,0,0,0,0,0,2
Lrrc14b,5,7,20,6,1,1,5,4,30,12,23,25
Cd69,25,63,5,24,68,83,59,39,10,14,1,6
Gm14288,0,0,0,0,0,0,0,0,0,0,0,0
Ntrk1,0,0,0,0,0,0,0,0,0,0,0,0
Bbs1,9,25,54,27,8,14,13,12,54,28,81,60
Krtdap,0,0,0,0,0,0,0,0,0,0,0,0
Commd6,27,23,67,26,22,18,21,28,85,71,76,85
Rnf149,72,119,154,75,134,183,137,91,152,221,89,150
Fam82a2,21,30,51,22,17,21,19,26,43,74,55,59
AI846148,4,19,28,15,1,13,12,13,26,54,25,21
Sdhaf1,4,7,16,7,5,11,1,10,11,25,17,23
Ecscr,121,166,317,95,62,108,88,157,248,512,214,337
Rnf166,11,30,67,18,8,11,33,62,62,151,68,63
1190002N15Rik,30,28,113,39,32,38,27,47,133,119,83,102
1700029J07Rik,5,6,22,10,8,1,1,11,9,10,20,22
Plekhm2,30,124,106,35,42,55,83,91,115,298,80,94
Dnajb14,10,11,62,10,12,5,5,18,73,41,41,48
Fbxo33,90,116,226,110,95,72,71,126,331,235,228,240
5730507C01Rik,3,0,0,1,1,0,0,0,2,2,0,0
Rasl12,0,10,15,4,4,6,4,2,17,6,8,13
Zfp597,38,44,56,34,50,29,39,44,74,71,49,50
Tradd,5,6,15,2,1,5,12,8,6,27,8,17
1700012A16Rik,1,8,2,3,3,0,6,2,4,7,3,0
Ephx3,0,3,0,0,1,0,0,3,3,4,3,1
2510002D24Rik,0,7,8,2,5,3,4,5,15,20,9,24
Dnajc25,12,18,55,14,12,20,18,21,46,56,34,27
2700094K13Rik,1,3,4,1,1,2,0,2,11,13,4,9
Slc22a23,0,0,2,4,0,4,3,2,17,5,12,4
1700066B19Rik,0,0,1,0,0,0,0,0,0,0,2,0
Fam83e,0,0,0,1,0,0,0,0,0,0,0,0
Klrg2,2,0,2,5,1,2,0,2,0,2,0,3
Usp31,24,30,81,36,31,39,38,43,92,88,68,80
Cln6,16,24,48,11,8,7,15,28,36,73,45,34
1700039E15Rik,0,1,0,0,0,0,0,0,0,0,0,0
Krt76,0,0,0,0,0,0,0,0,0,0,0,0
Tmem181a,6,1,18,3,8,7,6,8,11,15,16,12
Jrkl,38,35,50,32,19,23,24,39,38,67,34,54
1700057G04Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700084C01Rik,3,0,1,2,6,0,4,4,5,1,5,9
Skap1,0,1,2,0,0,0,0,0,0,0,0,1
C77080,1,10,29,9,3,19,8,5,22,29,46,40
Naa11,0,0,0,0,0,0,0,0,1,0,0,0
C78339,19,11,14,10,6,7,14,5,31,17,19,30
Gtf3c3,16,20,61,11,18,14,12,13,44,60,45,48
